"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Call me when u [[finish]] then i [[come]] [[n]] pick u.","Call me when u [[finishing]] then i [[c]] [[ome]] [[ո]] pick u.",9.405554010299966e-05,0.0019193334737792611,0,0,0,25,"Failed"
"Dear how is chechi. [[Did]] you talk to her","Dear how is chechi. [[Ai]] you talk to her",0.0060054543428123,0.017607184126973152,0,0,0,13,"Failed"
"[[What's]] up. Do you want me to come online?","[[Wha]] [[t's]] up. Do you want me to come online?",0.0001649263867875561,0.0006155295995995402,0,0,0,15,"Failed"
"Were [[somewhere]] on Fredericksburg","Were [[somewh]] [[ere]] on Fredericksburg",0.0009467634954489768,0.0032300041057169437,0,0,0,20,"Failed"
"[[URGENT]]! Your [[mobile]] was awarded a å£1,500 [[Bonus]] Caller Prize on 27/6/03. [[Our]] final attempt 2 contact U! Call 08714714011","[[URG]] [[ENT]]! Your [[m]] [[obile]] was awarded a å£1,500 [[Bonuses]] Caller Prize on 27/6/03. [[We]] final attempt 2 contact U! Call 08714714011",0.00020843744277954102,0.14773577451705933,1,1,1,75,"Failed"
"When can Ì_ [[come]] out?","When can Ì_ [[came]] out?",0.0001273807283723727,0.00044001295464113355,0,0,0,14,"Failed"
"[[K]], if u bored up just come to my [[home]]..","[[j]], if u bored up just come to my [[domicile]]..",6.0225829656701535e-05,0.00014674676640424877,0,0,0,8,"Failed"
"Can Ì_ call me at [[10]]:10 to [[make]] [[sure]] dat i've woken up...","Can Ì_ call me at [[1O]]:10 to [[mkae]] [[s]] [[ure]] dat i've woken up...",0.0005092695937491953,0.001968441531062126,0,0,0,28,"Failed"
"[[Boy]]; [[I]] [[love]] u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla [[Boy]]: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)","[[Guys]]; [[ich]] [[adores]] u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla [[Guys]]: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)",0.01130772940814495,0.5537294745445251,0,1,0,64,"Successful"
"A bloo bloo bloo [[I'll]] [[miss]] the first bowl","A bloo bloo bloo [[I'lⅼ]] [[grable]] the first bowl",0.0011982237920165062,0.03622526302933693,0,0,0,24,"Failed"
"[[Yeah]] [[sure]], give me a couple minutes to track down my wallet","[[Oui]] [[su]] [[re]], give me a couple minutes to track down my wallet",8.692698611412197e-05,0.000787504599429667,0,0,0,31,"Failed"
"[[This]] is the [[2nd]] [[time]] we have [[tried]] [[2]] [[contact]] u. U have won the å£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.","[[That]] is the [[2d]] [[times]] we have [[try]] [[ᒿ]] [[contacts]] u. U have won the å£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",0.0005990862846374512,0.5742917656898499,1,0,1,81,"Successful"
"[[No]] it was [[cancelled]] [[yeah]] [[baby]]! [[Well]] that [[sounds]] important so i understand my darlin give me a ring later on this fone love Kate x","[[Nо]] it was [[annulled]] [[oui]] [[babe]]! [[W]] [[ell]] that [[soun]] [[ds]] important so i understand my darlin give me a ring later on this fone love Kate x",6.078237493056804e-05,0.004243706353008747,0,0,0,146,"Failed"
"[[Its]] not the same here. [[Still]] [[looking]] for a [[job]]. How much do [[Ta's]] earn there.","[[Itѕ]] not the same here. [[Nevertheless]] [[quest]] for a [[employment]]. How much do [[T'as]] earn there.",0.0006997896125540137,0.010825961828231812,0,0,0,36,"Failed"
"Gud [[gud]]..k, chikku tke care.. [[sleep]] well gud nyt","Gud [[gd]]..k, chikku tke care.. [[sl]] [[eep]] well gud nyt",0.0010247915051877499,0.004558417480438948,0,0,0,31,"Failed"
"[[I'll]] reach in ard 20 mins ok...","[[I'lⅼ]] reach in ard 20 mins ok...",0.00020342016068752855,0.0009967315709218383,0,0,0,13,"Failed"
"Wat Ì_ doing now?","Wat Ì_ doing now?",0.00012820020492654294,0.00012820020492654294,0,0,0,3,"Failed"
"Done it but [[internet]] [[connection]] [[v]] slow and canÛ÷t send it. Will try again [[later]] or first thing tomo.","Done it but [[web]] [[conection]] [[fifth]] slow and canÛ÷t send it. Will try again [[subsequent]] or first thing tomo.",0.0024140828754752874,0.04019448161125183,0,0,0,43,"Failed"
"[[Yup]]. [[Izzit]] [[still]] [[raining]] [[heavily]] cos i'm in e mrt i can't c outside.","[[Oui]]. [[Izzi𝚝]] [[sti]] [[ll]] [[rainy]] [[h]] [[eavily]] cos i'm in e mrt i can't c outside.",0.0002965590392705053,0.008157285861670971,0,0,0,55,"Failed"
"Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+","Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+",0.9991802159347571,0.9991802159347571,0,0,1,1,"Skipped"
"Can you [[pls]] send me that company name. In saibaba colany","Can you [[p]] [[ls]] send me that company name. In saibaba colany",0.011316529475152493,0.051592595875263214,0,0,0,14,"Failed"
"[[I]] [[can't]] speak, bcaz mobile have problem. [[I]] can listen you but you [[cann't]] listen my voice. So i calls you later.","[[ich]] [[can]] '[[t]] speak, bcaz mobile have problem. [[ich]] can listen you but you [[cɑnn't]] listen my voice. So i calls you later.",0.0011957420501857996,0.5012079477310181,0,1,0,46,"Successful"
"Yes i [[think]] so. [[I]] am in [[office]] but my lap is in [[room]] i think thats on for the last few days. I didnt shut that down","Yes i [[thinks]] so. [[ich]] am in [[o]] [[ffice]] but my lap is in [[rooms]] i think thats on for the last few days. I didnt shut that down",4.377930054033641e-06,0.0009001099970191717,0,0,0,127,"Failed"
"[[Yeah]] it's jus rite...","[[Oui]] it's jus rite...",9.282849350711331e-05,0.00027049126219935715,0,0,0,10,"Failed"
"[[Hey]] [[mate]]. Spoke to the [[mag]] people. [[We]]Û÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ","[[Heу]] [[m]] [[ate]]. Spoke to the [[mags]] people. [[Nous]]Û÷re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ",0.0028129287529736757,0.07981636375188828,0,0,0,68,"Failed"
"[[I]] know you mood off [[today]]","[[l]] know you mood off [[to]] [[day]]",0.0005694344290532172,0.0066572693176567554,0,0,0,10,"Failed"
"Alrite jod [[hows]] the revision goin? Keris bin doin a smidgin. N e [[way]] u wanna cum over after college?xx","Alrite jod [[heres]] the revision goin? Keris bin doin a smidgin. N e [[paths]] u wanna cum over after college?xx",0.0031674373894929886,0.016949186101555824,0,0,0,41,"Failed"
"[[see]], i [[knew]] [[giving]] you a break a few [[times]] woul [[lead]] to you [[always]] wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.","[[admire]], i [[heard]] [[confer]] you a break a few [[time]] woul [[advances]] to you [[constantly]] wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",0.0012454091338440776,0.1380581259727478,0,0,0,422,"Failed"
"[[Lol]] ... [[I]] knew that .... [[I]] [[saw]] him in the dollar store","[[Hahaha]] ... [[ich]] knew that .... [[l]] [[noticed]] him in the dollar store",5.039996176492423e-05,0.005544548388570547,0,0,0,21,"Failed"
"We [[tried]] to [[call]] you re your [[reply]] to our sms for a video [[mobile]] 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs","We [[tired]] to [[c]] [[all]] you re your [[r]] [[eply]] to our sms for a video [[cellular]] 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs",3.0517578125e-05,0.0647173523902893,1,1,1,173,"Failed"
"[[Hey]] gals...U all wanna meet 4 [[dinner]] at nÌÂte? ","[[Heу]] gals...U all wanna meet 4 [[dined]] at nÌÂte? ",0.0030856907833367586,0.03776032105088234,0,0,0,36,"Failed"
"[[Aft]] i [[finish]] my [[lunch]] then i [[go]] str down [[lor]]. Ard 3 [[smth]] lor. U finish ur lunch already?","[[Astern]] i [[finishing]] my [[dined]] then i [[gо]] str down [[l]] [[or]]. Ard 3 [[s]] [[mth]] lor. U finish ur lunch already?",6.39656127532362e-06,0.0008831177256070077,0,0,0,67,"Failed"
"[[Y]] [[cant]] u try new invention to fly..i'm not [[joking]].,","[[you]] [[dont]] u try new invention to fly..i'm not [[jest]].,",0.004056859295815229,0.15392540395259857,0,0,0,36,"Failed"
"that [[would]] be good Û_ [[I'll]] phone you tomo lunchtime, [[shall]] [[I]], to organise [[something]]?","that [[wold]] be good Û_ [[I'lⅼ]] phone you tomo lunchtime, [[ought]] [[ich]], to organise [[smething]]?",0.00020497874356806278,0.08058560639619827,0,0,0,41,"Failed"
"[[LOL]] that would be awesome payback.","[[L]] [[OL]] that would be awesome payback.",0.0001572338951518759,0.0005981517024338245,0,0,0,11,"Failed"
"You'd [[like]] that wouldn't you? Jerk!","You'd [[adores]] that wouldn't you? Jerk!",0.0008773612789809704,0.0017452434403821826,0,0,0,17,"Failed"
"[[Yeah]] [[there's]] [[barely]] enough [[room]] for the two of us, x has too many fucking shoes. Sorry man, see you later","[[Oui]] [[there'ѕ]] [[only]] enough [[ro]] [[om]] for the two of us, x has too many fucking shoes. Sorry man, see you later",0.002124537480995059,0.06041281670331955,0,0,0,58,"Failed"
"[[HMV]] [[BONUS]] SPECIAL [[500]] [[pounds]] of [[genuine]] HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com","[[HV]] [[BON]] [[US]] SPECIAL [[5]] [[00]] [[lb]] of [[authentic]] HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com",0.0008064508438110352,0.17091721296310425,1,1,1,183,"Failed"
"[[He]] [[remains]] a bro [[amongst]] bros","[[Hе]] [[remained]] a bro [[among]] bros",0.0008588776108808815,0.015151264145970345,0,0,0,16,"Failed"
"Do you want a [[New]] Nokia [[3510i]] [[colour]] phone [[DeliveredTomorrow]]? [[With]] [[300]] free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705","Do you want a [[N]] [[ew]] Nokia [[3]] [[510i]] [[color]] phone [[DeliverdeTomorrow]]? [[Wi]] [[th]] [[30O]] free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705",0.0003361701965332031,0.5100092887878418,1,0,1,86,"Successful"
"If you're not in my [[car]] in an hour and a half I'm [[going]] apeshit","If you're not in my [[automobile]] in an hour and a half I'm [[disappear]] apeshit",0.00023666459310334176,0.0015976856229826808,0,0,0,26,"Failed"
"Cool, text me when you [[head]] out","Cool, text me when you [[h]] [[ead]] out",0.01328885369002819,0.037496019154787064,0,0,0,16,"Failed"
"[[That's]] y i [[said]] it's bad dat all e gals know [[u]]... Wat u doing now?","[[That'ѕ]] y i [[sa]] [[id]] it's bad dat all e gals know [[yu]]... Wat u doing now?",3.972017657360993e-05,0.0009994169231504202,0,0,0,31,"Failed"
"[[I]] know girls [[always]] safe and selfish know i [[got]] it pa. Thank you. good night.","[[ich]] know girls [[constantly]] safe and selfish know i [[have]] it pa. Thank you. good night.",0.0007059762720018625,0.03858407586812973,0,0,0,34,"Failed"
"[[Ok]].. ÌÏ finishing soon?","[[Allright]].. ÌÏ finishing soon?",0.00023896740458440036,0.0010280457790941,0,0,0,9,"Failed"
"[[life]] alle mone,eppolum [[oru]] pole allalo","[[vie]] alle mone,eppolum [[orս]] pole allalo",0.006704332306981087,0.017406944185495377,0,0,0,20,"Failed"
"[[If]] i [[let]] you do this, i want you in the house by 8am.","[[Although]] i [[l]] [[et]] you do this, i want you in the house by 8am.",0.0001827257074182853,0.0011205245973542333,0,0,0,20,"Failed"
"[[Daddy]] will [[take]] good care of you :)","[[Papa]] will [[takes]] good care of you :)",0.0011731676058843732,0.016310224309563637,0,0,0,17,"Failed"
"Buy Space Invaders [[4]] a [[chance]] [[2]] [[win]] orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase","Buy Space Invaders [[Ꮞ]] a [[opportunity]] [[ᒿ]] [[w]] [[in]] orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase",0.004913926124572754,0.536728173494339,1,0,1,184,"Successful"
"Just do what [[ever]] is easier for you","Just do what [[eevr]] is easier for you",0.0007012371206656098,0.0033815340138971806,0,0,0,13,"Failed"
"[[But]] i have to. [[I]] like to have love and arrange.","[[Though]] i have to. [[l]] like to have love and arrange.",0.0001346974167972803,0.0006566920201294124,0,0,0,10,"Failed"
"HI [[DARLIN]] [[I]] HOPE YOU HAD A [[NICE]] NIGHT [[I]] [[WISH]] [[I]] HAD [[COME]] CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG","HI [[SWEETIE]] [[ich]] HOPE YOU HAD A [[PLEASURABLE]] NIGHT [[ich]] [[WANTING]] [[ich]] HAD [[C]] [[OME]] CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG",3.16950972774066e-05,0.7345900535583496,0,1,0,74,"Successful"
"Goodmorning, [[Today]] i am [[late]] for  &lt;#&[[gt]]; min.","Goodmorning, [[Tody]] i am [[belated]] for  &lt;#&[[gto]]; min.",8.6767970060464e-05,0.002052280120551586,0,0,0,30,"Failed"
"As per your [[request]] 'Maangalyam (Alaipayuthe)' has been [[set]] as your callertune for all Callers. Press *9 to copy your friends Callertune","As per your [[requested]] 'Maangalyam (Alaipayuthe)' has been [[s]] [[et]] as your callertune for all Callers. Press *9 to copy your friends Callertune",0.028438512235879898,0.5716851353645325,0,1,0,39,"Successful"
"[[I]] wish [[u]] were here. I feel so alone","[[li]] wish [[yu]] were here. I feel so alone",5.728174073738046e-05,0.00041923162643797696,0,0,0,12,"Failed"
"[[Awesome]] question with a cute answer: Someone asked a [[boy]] \how is ur life?\"" . . [[He]] smiled &amp; answered: . . \""She is fine!\"" Gudnite""","[[Fantastic]] question with a cute answer: Someone asked a [[guys]] \how is ur life?\"" . . [[El]] smiled &amp; answered: . . \""She is fine!\"" Gudnite""",0.006561422720551491,0.5806785225868225,0,1,0,47,"Successful"
"Ur HMV [[Quiz]] cash-balance is currently [[å]]£[[500]] - to [[maximize]] ur cash-in now send HMV1 to 86688 only 150p/msg","Ur HMV [[Q]] [[uiz]] cash-balance is currently [[ikke]]£[[5]] [[00]] - to [[maximum]] ur cash-in now send HMV1 to 86688 only 150p/msg",0.0012168288230895996,0.01730966567993164,1,1,1,45,"Failed"
"So wat's [[da]] decision?","So wat's [[dɑ]] decision?",9.909327491186559e-05,0.0004260126734152436,0,0,0,8,"Failed"
"K.k:)advance [[happy]] pongal.","K.k:)advance [[joyous]] pongal.",0.00029257789719849825,0.0016491115093231201,0,0,0,7,"Failed"
"Unless it's a [[situation]] where YOU [[GO]] GURL [[would]] be more appropriate","Unless it's a [[circumstance]] where YOU [[PARTIR]] GURL [[wo]] [[uld]] be more appropriate",0.001991863129660487,0.06360983103513718,0,0,0,34,"Failed"
"[[Honeybee]] [[Said]]: *[[I'm]] d [[Sweetest]] in d [[World*]] [[God]] [[Laughed]] &[[amp]]; [[Said]]: *[[Wait]],U [[Havnt]] Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)","[[Bee]] [[Indicated]]: *[[I'ｍ]] d [[Gentlest]] in d [[Word*]] [[Lord]] [[Giggled]] &[[abm]]; [[Indicated]]: *[[Await]],U [[Havn𝚝]] Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",0.0007938985363580287,0.42832472920417786,0,0,0,246,"Failed"
"[[THATåÕS]] ALRITE GIRL, U KNOW GAIL IS [[NEVA]] WRONG!!TAKE [[CARE]] [[SWEET]] [[AND]] DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx","[[TATåÕS]] ALRITE GIRL, U KNOW GAIL IS [[MABLE]] WRONG!!TAKE [[CARING]] [[SWE]] [[ET]] [[F]] DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx",0.040942661464214325,0.6197525858879089,0,1,0,53,"Successful"
"[[WINNER]]!! As a [[valued]] network [[customer]] you have been [[selected]] to [[receivea]] [[å]]£900 [[prize]] reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.","[[W]] [[INNER]]!! As a [[prized]] network [[client]] you have been [[opted]] to [[receiveɑ]] [[ikke]]£900 [[p]] [[rize]] reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.",0.00031489133834838867,0.4977365732192993,1,1,1,92,"Failed"
"[[There's]] [[someone]] here that has a [[year]]  &lt;#&[[gt]];  toyota [[camry]] [[like]] mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.","[[Ther's]] [[somebody]] here that has a [[yr]]  &lt;#&[[gto]];  toyota [[c]] [[amry]] [[adores]] mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.",0.003463256871327758,0.6200335025787354,0,1,0,312,"Successful"
"Ma head dey swell [[oh]]. Thanks for [[making]] my [[day]]","Ma head dey swell [[ahh]]. Thanks for [[mak]] [[ing]] my [[daytime]]",0.0005175599944777787,0.005023664329200983,0,0,0,34,"Failed"
"[[Ok]]... [[Take]] ur time n enjoy ur [[dinner]]...","[[Allright]]... [[Takes]] ur time n enjoy ur [[supper]]...",0.0012786693405359983,0.13757464289665222,0,0,0,21,"Failed"
"[[Sad]] [[story]] of a [[Man]] - Last week was my [[b'day]]. [[My]] [[Wife]] [[did'nt]] wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!","[[Lamentable]] [[s]] [[tory]] of a [[M]] [[an]] - Last week was my [[b'ady]]. [[Mana]] [[Woman]] [[did'n𝚝]] wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",5.386613338487223e-05,0.013258375227451324,0,0,0,851,"Failed"
"[[Ok]] [[thanx]]... Take care then...","[[Allright]] [[thankyou]]... Take care then...",0.00011798027117038146,0.0009379555704072118,0,0,0,14,"Failed"
"K:)eng rocking in ashes:)","K:)eng rocking in ashes:)",0.004665263928472996,0.004665263928472996,0,0,0,22,"Failed"
"I'm [[home]]...","I'm [[domicile]]...",0.0006577597232535481,0.0013884400250390172,0,0,0,5,"Failed"
"wiskey Brandy Rum Gin [[Beer]] Vodka [[Scotch]] Shampain [[Wine]] \[[KUDI]]\""[[yarasu]] dhina vaazhthukkal. ..""","wiskey Brandy Rum Gin [[B]] [[eer]] Vodka [[Whisky]] Shampain [[W]] [[ine]] \[[KDUI]]\""[[yar]] [[asu]] dhina vaazhthukkal. ..""",0.0033424857538193464,0.03633805364370346,0,0,0,48,"Failed"
"Now [[thats]] [[going]] to ruin your thesis!","Now [[tahts]] [[g]] [[oing]] to ruin your thesis!",0.00448236707597971,0.39966025948524475,0,0,0,30,"Failed"
"Lemme know when you're here","Lemme know when you're here",0.00041086378041654825,0.00041086378041654825,0,0,0,4,"Failed"
"1Apple/Day=No [[Doctor]]. 1Tulsi Leaf/Day=No [[Cancer]]. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)","1Apple/Day=No [[Docotr]]. 1Tulsi Leaf/Day=No [[Cancers]]. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)",0.24063779413700104,0.6288551092147827,0,1,0,58,"Successful"
"yay! [[finally]] [[lol]]. i missed our cinema [[trip]] last week :-(","yay! [[final]] [[ly]] [[l]] [[ol]]. i missed our cinema [[trips]] last week :-(",0.0005744920345023274,0.017294250428676605,0,0,0,46,"Failed"
"[[How]] did you find out in a [[way]] that didn't include all of these details","[[Ways]] did you find out in a [[paths]] that didn't include all of these details",0.003786326153203845,0.062305841594934464,0,0,0,18,"Failed"
"Great. Hope you are using your connections from mode men [[also]] [[cos]] you can never know why old friends can lead you to today","Great. Hope you are using your connections from mode men [[aⅼso]] [[c]] [[os]] you can never know why old friends can lead you to today",0.037588465958833694,0.6687604188919067,0,1,0,37,"Successful"
"[[For]] [[fear]] of fainting with the of all that housework you just did? [[Quick]] have a cuppa","[[F]] [[or]] [[afraid]] of fainting with the of all that housework you just did? [[Qiuck]] have a cuppa",0.10522447526454926,0.5064187049865723,0,1,0,55,"Successful"
"[[Am]] [[I]] the only one who doesn't stalk profiles?","[[Suis]] [[ich]] the only one who doesn't stalk profiles?",0.0006504072807729244,0.012299726717174053,0,0,0,12,"Failed"
"Aiyar u so poor thing... [[I]] give u my support k... Jia you! [[I'll]] [[think]] of u...","Aiyar u so poor thing... [[ich]] give u my support k... Jia you! [[I'lⅼ]] [[t]] [[hink]] of u...",3.5787128581432626e-05,0.0026351031847298145,0,0,0,38,"Failed"
"Okie... [[Thanx]]...","Okie... [[Thankyou]]...",0.00026690628146752715,0.0009389243787154555,0,0,0,6,"Failed"
"Sorry, [[I'll]] call later","Sorry, [[I'l]] call later",0.00014356453903019428,0.0007306555053219199,0,0,0,8,"Failed"
"Mum [[say]] we [[wan]] to go then go... Then she can shun bian [[watch]] [[da]] glass exhibition... ","Mum [[saу]] we [[beach]] to go then go... Then she can shun bian [[wach]] [[attorney]] glass exhibition... ",3.65816849807743e-05,0.001496002310886979,0,0,0,44,"Failed"
"[[Did]] you [[say]] bold, then torch [[later]]. Or one torch and 2bold?","[[Ai]] you [[s]] [[ay]] bold, then torch [[l]] [[ater]]. Or one torch and 2bold?",0.00045603455509990454,0.014784274622797966,0,0,0,43,"Failed"
"[[Not]] yet chikku..wat abt u?","[[No]] yet chikku..wat abt u?",0.0006540424656122923,0.0011899082455784082,0,0,0,10,"Failed"
"[[What]] was she [[looking]] for?","[[Quel]] was she [[looing]] for?",0.00010955599282169715,0.0001877539325505495,0,0,0,14,"Failed"
"Shopping? [[Eh]] [[ger]] i toking [[abt]] syd leh...Haha","Shopping? [[Eհ]] [[germany]] i toking [[ab𝚝]] syd leh...Haha",0.0012570449616760015,0.006730020046234131,0,0,0,37,"Failed"
