"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"[[Free]] [[tones]] Hope you enjoyed your [[new]] content. [[text]] stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk","[[Extricate]] [[tonеs]] Hope you enjoyed your [[n]] [[ew]] content. [[version]] stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk",0.0002091526985168457,0.11575555801391602,1,1,1,52,"Failed"
"[[I'm]] wif him now [[buying]] tix lar...","[[Im]] wif him now [[b]] [[uying]] tix lar...",2.28700755542377e-05,2.841768400685396e-05,0,0,0,21,"Failed"
"Call me when u [[finish]] then i [[come]] [[n]] pick u.","Call me when u [[finishing]] then i [[c]] [[ome]] [[ո]] pick u.",3.3936834370251745e-05,8.947783499024808e-05,0,0,0,25,"Failed"
"Dear how is chechi. [[Did]] you talk to her","Dear how is chechi. [[Ai]] you talk to her",2.4340528398170136e-05,2.9036993510089815e-05,0,0,0,13,"Failed"
"[[What's]] up. Do you want me to come online?","[[Wha]] [[t's]] up. Do you want me to come online?",1.5980482203303836e-05,3.545078288880177e-05,0,0,0,15,"Failed"
"Were [[somewhere]] on Fredericksburg","Were [[anyplace]] on Fredericksburg",2.4241680876002647e-05,3.101474794675596e-05,0,0,0,20,"Failed"
"[[URGENT]]! Your mobile was awarded a å£1,500 [[Bonus]] Caller [[Prize]] on 27/6/03. [[Our]] final attempt 2 contact U! Call 08714714011","[[PROMPT]]! Your mobile was awarded a å£1,500 [[Bon]] [[us]] Caller [[Pri]] [[ze]] on 27/6/03. [[O]] [[ur]] final attempt 2 contact U! Call 08714714011",0.00021702051162719727,0.002499878406524658,1,1,1,55,"Failed"
"[[When]] can Ì_ come out?","[[Wen]] can Ì_ come out?",1.3389728337642737e-05,1.4505428225675132e-05,0,0,0,6,"Failed"
"[[K]], if u bored up just come to my [[home]]..","[[j]], if u bored up just come to my [[domicile]]..",1.6342381059075706e-05,1.9622731997515075e-05,0,0,0,8,"Failed"
"Can Ì_ call me at [[10]]:10 to [[make]] [[sure]] dat i've woken up...","Can Ì_ call me at [[1O]]:10 to [[mkae]] [[su]] [[re]] dat i've woken up...",1.9755123503273353e-05,2.2719734261045232e-05,0,0,0,27,"Failed"
"Boy; [[I]] [[love]] u Grl: Hogolo [[Boy]]: gold chain kodstini Grl: Agalla [[Boy]]: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)","Boy; [[ich]] [[adores]] u Grl: Hogolo [[Bоy]]: gold chain kodstini Grl: Agalla [[Guys]]: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)",3.322052725707181e-05,0.8214272260665894,0,1,0,64,"Successful"
"A bloo bloo bloo [[I'll]] [[miss]] the first bowl","A bloo bloo bloo [[I'lⅼ]] [[grable]] the first bowl",8.657044236315414e-05,0.03315870463848114,0,0,0,24,"Failed"
"[[Yeah]] [[sure]], give me a [[couple]] minutes to track down my wallet","[[Yea]] [[su]] [[re]], give me a [[couрle]] minutes to track down my wallet",1.4724300854140893e-05,4.260430432623252e-05,0,0,0,22,"Failed"
"[[This]] is the [[2nd]] time we have [[tried]] [[2]] [[contact]] u. U have won the å£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.","[[T]] [[his]] is the [[2]] [[nd]] time we have [[try]] [[ᒿ]] [[con]] [[tact]] u. U have won the å£750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",0.0002472996711730957,0.7660691887140274,1,0,1,183,"Successful"
"[[No]] it was [[cancelled]] [[yeah]] [[baby]]! [[Well]] that [[sounds]] important so i understand my darlin give me a ring later on this fone love Kate x","[[Nо]] it was [[annulled]] [[oui]] [[babe]]! [[Allright]] that [[soun]] [[ds]] important so i understand my darlin give me a ring later on this fone love Kate x",1.7029684386216104e-05,4.7795827413210645e-05,0,0,0,130,"Failed"
"[[Its]] not the same here. [[Still]] [[looking]] for a [[job]]. How much do [[Ta's]] earn there.","[[Itѕ]] not the same here. [[Nevertheless]] [[quest]] for a [[employment]]. How much do [[T'as]] earn there.",1.704682654235512e-05,5.9565041738096625e-05,0,0,0,35,"Failed"
"Gud gud..k, [[chikku]] tke [[care]].. sleep well gud nyt","Gud gud..k, [[chik]] [[ku]] tke [[carе]].. sleep well gud nyt",2.1704765458707698e-05,3.455240585026331e-05,0,0,0,27,"Failed"
"[[I'll]] reach in ard 20 mins ok...","[[I'lⅼ]] reach in ard 20 mins ok...",1.2793024325219449e-05,2.138935451512225e-05,0,0,0,13,"Failed"
"Wat Ì_ doing now?","Wat Ì_ doing now?",1.32329396365094e-05,1.32329396365094e-05,0,0,0,3,"Failed"
"[[Done]] it but [[internet]] connection v slow and canÛ÷t send it. Will try again [[later]] or first thing tomo.","[[Dnoe]] it but [[web]] connection v slow and canÛ÷t send it. Will try again [[subsequent]] or first thing tomo.",2.193195905419998e-05,0.000535210594534874,0,0,0,47,"Failed"
"[[Yup]]. [[Izzit]] [[still]] raining [[heavily]] cos i'm in e mrt i [[can't]] c outside.","[[Oui]]. [[Izzi𝚝]] [[s]] [[till]] raining [[h]] [[eavily]] cos i'm in e mrt i [[can'𝚝]] c outside.",1.617728776182048e-05,0.0003820960992015898,0,0,0,55,"Failed"
"Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+","Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+",0.9999615832930431,0.9999615832930431,0,0,1,1,"Skipped"
"Can you [[pls]] send me that company name. In saibaba colany","Can you [[p]] [[ls]] send me that company name. In saibaba colany",3.184798333677463e-05,8.732494461582974e-05,0,0,0,14,"Failed"
"[[I]] [[can't]] speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.","[[ich]] [[cn't]] speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",3.380085399840027e-05,0.9468858242034912,0,1,0,28,"Successful"
"[[Yes]] i [[think]] so. [[I]] am in [[office]] but my lap is in room i think thats on for the last few days. I didnt shut that down","[[Oui]] i [[believe]] so. [[ich]] am in [[offi]] [[ce]] but my lap is in room i think thats on for the last few days. I didnt shut that down",1.699747735983692e-05,3.4386208426440135e-05,0,0,0,128,"Failed"
"Yeah it's jus [[rite]]...","Yeah it's jus [[rіte]]...",1.3840935025655199e-05,1.4325300071504898e-05,0,0,0,5,"Failed"
"[[Hey]] [[mate]]. [[Spoke]] to the mag [[people]]. [[We]]Û÷re on.  the is deliver by the [[end]] of the month. Deliver on the 24th sept. Talk later. ","[[Heу]] [[comrade]]. [[Chatted]] to the mag [[gens]]. [[Nous]]Û÷re on.  the is deliver by the [[ending]] of the month. Deliver on the 24th sept. Talk later. ",2.138743548130151e-05,0.0007209418108686805,0,0,0,73,"Failed"
"[[I]] know you mood off [[today]]","[[l]] know you mood off [[to]] [[day]]",2.123187186953146e-05,5.968421828583814e-05,0,0,0,10,"Failed"
"[[Alrite]] jod hows the [[revision]] goin? Keris bin doin a smidgin. [[N]] e [[way]] u wanna cum over after college?xx","[[A]] [[lrite]] jod hows the [[revise]] goin? Keris bin doin a smidgin. [[s]] e [[camino]] u wanna cum over after college?xx",2.4704051611479372e-05,0.0015502349706366658,0,0,0,61,"Failed"
"[[see]], i [[knew]] [[giving]] you a break a few [[times]] [[woul]] [[lead]] to you [[always]] wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.","[[ѕee]], i [[heard]] [[confer]] you a break a few [[time]] [[wo]] [[ul]] [[advances]] to you [[alawys]] wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training.",2.8386588383000344e-05,0.580905556678772,0,1,0,123,"Successful"
"[[Lol]] ... [[I]] knew that .... I [[saw]] him in the dollar store","[[Ll]] ... [[ich]] knew that .... I [[seen]] him in the dollar store",1.277853789360961e-05,3.0223391149775125e-05,0,0,0,22,"Failed"
"We tried to [[call]] you re your [[reply]] to our [[sms]] for a video [[mobile]] 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs","We tried to [[ca]] [[ll]] you re your [[answers]] to our [[s]] [[ms]] for a video [[cellular]] 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs",0.00021535158157348633,0.6163183450698853,1,0,1,150,"Successful"
"[[Hey]] gals...U all wanna meet 4 [[dinner]] at nÌÂte? ","[[Heу]] gals...U all wanna meet 4 [[dined]] at nÌÂte? ",5.44166614417918e-05,0.0548221692442894,0,0,0,36,"Failed"
"[[Aft]] i finish my lunch then i [[go]] str down [[lor]]. [[Ard]] 3 [[smth]] lor. U finish ur lunch already?","[[A]] [[ft]] i finish my lunch then i [[gо]] str down [[arh]]. [[Arnd]] 3 [[sm]] [[th]] lor. U finish ur lunch already?",1.3023500287090428e-05,3.0148028599796817e-05,0,0,0,55,"Failed"
"[[Y]] [[cant]] u try new invention to fly..i'm not joking.,","[[you]] [[can𝚝]] u try new invention to fly..i'm not joking.,",4.6776931412750855e-05,0.6131470203399658,0,1,0,24,"Successful"
"that [[would]] be [[good]] Û_ [[I'll]] phone you tomo lunchtime, shall I, to organise something?","that [[wou]] [[ld]] be [[g]] [[ood]] Û_ [[I'lⅼ]] phone you tomo lunchtime, shall I, to organise something?",2.1161666154512204e-05,0.00017664540791884065,0,0,0,41,"Failed"
"[[LOL]] that would be awesome payback.","[[LL]] that would be awesome payback.",1.3888149624108337e-05,2.5292190912296064e-05,0,0,0,11,"Failed"
"[[You'd]] like that wouldn't you? Jerk!","[[Yo'd]] like that wouldn't you? Jerk!",2.016105099755805e-05,2.6681173039833084e-05,0,0,0,10,"Failed"
"[[Yeah]] [[there's]] [[barely]] enough room for the two of us, x has too many fucking shoes. Sorry man, see you later","[[Oui]] [[t]] [[here's]] [[scarcely]] enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",1.9983488527941518e-05,0.5583387017250061,0,1,0,125,"Successful"
"HMV [[BONUS]] [[SPECIAL]] [[500]] pounds of [[genuine]] [[HMV]] vouchers to be won. Just [[answer]] 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com","HMV [[BO]] [[NUS]] [[SPECIFIC]] [[50O]] pounds of [[authentic]] [[HV]] vouchers to be won. Just [[respond]] 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com",0.00030672550201416016,0.09941893815994263,1,1,1,166,"Failed"
"[[He]] [[remains]] a bro amongst bros","[[Hе]] [[remained]] a bro amongst bros",1.8030143110081553e-05,0.00011933839414268732,0,0,0,16,"Failed"
"Do you [[want]] a [[New]] [[Nokia]] [[3510i]] [[colour]] phone [[DeliveredTomorrow]]? With [[300]] free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705","Do you [[wanted]] a [[N]] [[ew]] [[Blackberry]] [[3150i]] [[color]] phone [[DelievredTomorrow]]? With [[30O]] free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705",0.00026363134384155273,0.9492448642849922,1,0,1,100,"Successful"
"[[If]] you're not in my car in an hour and a half I'm [[going]] apeshit","[[Whether]] you're not in my car in an hour and a half I'm [[disappear]] apeshit",2.2225023712962866e-05,6.736579962307587e-05,0,0,0,25,"Failed"
"[[Cool]], text me when you head out","[[Coolio]], text me when you head out",6.572630081791431e-05,0.00032714990084059536,0,0,0,9,"Failed"
"[[That's]] y i said it's [[bad]] dat all e gals know [[u]]... Wat u doing now?","[[That]] '[[s]] y i said it's [[amiss]] dat all e gals know [[or]]... Wat u doing now?",1.4252572327677626e-05,2.53896778303897e-05,0,0,0,31,"Failed"
"[[I]] know girls always safe and selfish know i got it pa. Thank you. good night.","[[li]] know girls always safe and selfish know i got it pa. Thank you. good night.",5.383793904911727e-05,0.901787281036377,0,1,0,18,"Successful"
"[[Ok]].. ÌÏ finishing soon?","[[Allright]].. ÌÏ finishing soon?",1.716601400403306e-05,2.5431892936467193e-05,0,0,0,9,"Failed"
"life alle mone,[[eppolum]] [[oru]] pole allalo","life alle mone,[[epp]] [[olum]] [[orս]] pole allalo",4.823305062018335e-05,0.00014805699174758047,0,0,0,25,"Failed"
"[[If]] i [[let]] you do this, i want you in the house by 8am.","[[Although]] i [[l]] [[et]] you do this, i want you in the house by 8am.",1.5404722944367677e-05,2.2449994503404014e-05,0,0,0,20,"Failed"
"[[Daddy]] will [[take]] good care of you :)","[[Papa]] will [[takes]] good care of you :)",1.8967319192597643e-05,8.021275425562635e-05,0,0,0,17,"Failed"
"Buy Space [[Invaders]] 4 a chance 2 [[win]] orig [[Arcade]] [[Game]] [[console]]. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase","Buy Space [[In]] [[vaders]] 4 a chance 2 [[wins]] orig [[Arca]] [[de]] [[G]] [[ame]] [[checkerboard]]. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase",0.0002779960632324219,0.9153314232826233,1,0,1,217,"Successful"
"Just do what [[ever]] is easier for you","Just do what [[evr]] is easier for you",1.7539618056616746e-05,2.1759997252956964e-05,0,0,0,13,"Failed"
"But i have to. [[I]] [[like]] to have [[love]] and [[arrange]].","But i have to. [[l]] [[iike]] to have [[amour]] and [[arranged]].",1.877842987596523e-05,2.702395613596309e-05,0,0,0,22,"Failed"
"HI [[DARLIN]] [[I]] [[HOPE]] YOU HAD A [[NICE]] NIGHT [[I]] WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG","HI [[DARLING]] [[ich]] [[HOE]] YOU HAD A [[DELIGHTFUL]] NIGHT [[ich]] WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG",1.984515620279126e-05,0.6035743355751038,0,1,0,70,"Successful"
"Goodmorning, Today i am [[late]] for  &[[lt]];#&gt; min.","Goodmorning, Today i am [[belated]] for  &[[ensign]];#&gt; min.",1.5198650544334669e-05,1.8368327800999396e-05,0,0,0,25,"Failed"
"As per your [[request]] 'Maangalyam (Alaipayuthe)' has been [[set]] as your callertune for all Callers. Press *9 to copy your friends Callertune","As per your [[requests]] 'Maangalyam (Alaipayuthe)' has been [[s]] [[et]] as your callertune for all Callers. Press *9 to copy your friends Callertune",4.615089710569009e-05,0.8954074382781982,0,1,0,39,"Successful"
"[[I]] [[wish]] u were here. I feel so alone","[[li]] [[wanting]] u were here. I feel so alone",1.6638005035929382e-05,0.00011263443593634292,0,0,0,16,"Failed"
"[[Awesome]] question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""","[[Fantastic]] question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""",7.665609882678837e-05,0.9779245853424072,0,1,0,31,"Successful"
"[[Ur]] HMV [[Quiz]] cash-balance is [[currently]] å£[[500]] - to [[maximize]] ur cash-in now send HMV1 to 86688 only 150p/msg","[[Dont]] HMV [[Quizzes]] cash-balance is [[today]] å£[[50O]] - to [[ma]] [[ximize]] ur cash-in now send HMV1 to 86688 only 150p/msg",0.00034123659133911133,0.853647381067276,1,0,1,88,"Successful"
"So wat's [[da]] decision?","So wat's [[dɑ]] decision?",1.554997834318783e-05,1.7813970771385357e-05,0,0,0,10,"Failed"
"K.k:)advance [[happy]] pongal.","K.k:)advance [[joyous]] pongal.",1.8196835299022496e-05,2.3462856916012242e-05,0,0,0,7,"Failed"
"Unless it's a [[situation]] where YOU GO GURL [[would]] be more appropriate","Unless it's a [[condition]] where YOU GO GURL [[ought]] be more appropriate",1.8558630472398363e-05,3.0315273761516437e-05,0,0,0,32,"Failed"
"[[Honeybee]] [[Said]]: *[[I'm]] d [[Sweetest]] in d [[World*]] [[God]] Laughed &[[amp]]; [[Said]]: *[[Wait]],U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)","[[Bee]] [[Indicated]]: *[[I'ｍ]] d [[Sweet]] [[est]] in d [[Wo]] [[rld*]] [[Lord]] Laughed &[[a]] [[mp]]; [[Indicated]]: *[[Await]],U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",1.863434044935275e-05,0.062207940965890884,0,0,0,250,"Failed"
"[[THATåÕS]] [[ALRITE]] GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx","[[THATÕåS]] [[ALITE]] GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONåÕT WORRY.C U L8TR HUN!LOVE Yaxxx",8.836585038807243e-05,0.7605540156364441,0,1,0,33,"Successful"
"[[WINNER]]!! As a [[valued]] network customer you have been [[selected]] to [[receivea]] [[å]]£[[900]] [[prize]] reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.","[[WINS]]!! As a [[values]] network customer you have been [[opted]] to [[rec]] [[eivea]] [[ikke]]£[[9]] [[00]] [[prix]] reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.",0.00019657611846923828,0.9476298987865448,1,0,1,91,"Successful"
"[[There's]] [[someone]] here that has a [[year]]  &[[lt]];#&gt;  toyota [[camry]] [[like]] [[mr]] olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.","[[There'ѕ]] [[somebody]] here that has a [[yr]]  &[[ensign]];#&gt;  toyota [[c]] [[amry]] [[adores]] [[hannes]] olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.",1.953486389538739e-05,0.935137152671814,0,1,0,284,"Successful"
"[[Ma]] [[head]] dey swell oh. Thanks for making my [[day]]","[[Mam]] [[haed]] dey swell oh. Thanks for making my [[jour]]",1.858175892266445e-05,0.0002703012723941356,0,0,0,29,"Failed"
"[[Ok]]... [[Take]] ur time n enjoy ur dinner...","[[Allright]]... [[Tkae]] ur time n enjoy ur dinner...",6.864611350465566e-05,0.5371943712234497,0,1,0,24,"Successful"
"[[Sad]] [[story]] of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!","[[Unfortunate]] [[stories]] of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",2.2008514861227013e-05,0.857183575630188,0,1,0,105,"Successful"
"Ok [[thanx]]... Take care then...","Ok [[hehe]]... Take care then...",1.5043875464471057e-05,1.8668990378500894e-05,0,0,0,12,"Failed"
"K:)eng rocking in ashes:)","K:)eng rocking in ashes:)",3.4427976061124355e-05,3.4427976061124355e-05,0,0,0,22,"Failed"
"I'm [[home]]...","I'm [[domicile]]...",1.960163535841275e-05,2.137134833901655e-05,0,0,0,5,"Failed"
"wiskey Brandy [[Rum]] Gin [[Beer]] [[Vodka]] Scotch [[Shampain]] Wine \[[KUDI]]\""[[yarasu]] dhina vaazhthukkal. ..""","wiskey Brandy [[Bbs]] Gin [[Be]] [[er]] [[Liquor]] Scotch [[Shampaiո]] Wine \[[KDI]]\""[[ya]] [[rasu]] dhina vaazhthukkal. ..""",2.6777934181154706e-05,6.204115197760984e-05,0,0,0,56,"Failed"
"Now [[thats]] [[going]] to ruin your thesis!","Now [[thas]] [[disappear]] to ruin your thesis!",2.9366323360591196e-05,0.09451074153184891,0,0,0,31,"Failed"
"Lemme know when you're here","Lemme know when you're here",2.3337555830948986e-05,2.3337555830948986e-05,0,0,0,4,"Failed"
"1Apple/Day=No [[Doctor]]. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)","1Apple/Day=No [[Physician]]. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)",0.004796398337930441,0.604988157749176,0,1,0,45,"Successful"
"yay! finally [[lol]]. i missed our cinema [[trip]] [[last]] week :-(","yay! finally [[ll]]. i missed our cinema [[t]] [[rip]] [[latest]] week :-(",1.7192391169373877e-05,4.889059346169233e-05,0,0,0,34,"Failed"
"[[How]] did you find out in a way that didn't include all of these [[details]]","[[Hoԝ]] did you find out in a way that didn't include all of these [[particulars]]",2.8507443857961334e-05,9.258634963771328e-05,0,0,0,14,"Failed"
"[[Great]]. Hope you are using your connections from mode [[men]] [[also]] cos you can never know why old friends can lead you to today","[[G]] [[reat]]. Hope you are using your connections from mode [[m]] [[en]] [[a]] [[lso]] cos you can never know why old friends can lead you to today",2.3637834601686336e-05,0.0003509004309307784,0,0,0,49,"Failed"
"For [[fear]] of fainting with the of all that housework you just did? [[Quick]] have a cuppa","For [[afraid]] of fainting with the of all that housework you just did? [[Qiuck]] have a cuppa",0.0019632603507488966,0.9789409637451172,0,1,0,44,"Successful"
"[[Am]] [[I]] the only one who doesn't stalk profiles?","[[Suis]] [[ich]] the only one who doesn't stalk profiles?",1.7753713109414093e-05,3.825048406724818e-05,0,0,0,12,"Failed"
"[[Aiyar]] u so poor thing... [[I]] [[give]] u my support k... Jia you! [[I'll]] think of u...","[[Aiar]] u so poor thing... [[ich]] [[g]] [[ive]] u my support k... Jia you! [[I'ⅼl]] think of u...",2.610834599181544e-05,8.18108965177089e-05,0,0,0,43,"Failed"
"Okie... [[Thanx]]...","Okie... [[Thankyou]]...",1.4554592780768871e-05,1.6654516002745368e-05,0,0,0,6,"Failed"
"Sorry, [[I'll]] call later","Sorry, [[I'l]] call later",1.6380188753828406e-05,1.997685649257619e-05,0,0,0,8,"Failed"
"[[Mum]] [[say]] we wan to go then [[go]]... Then she can shun bian [[watch]] da glass exhibition... ","[[Mama]] [[s]] [[ay]] we wan to go then [[gо]]... Then she can shun bian [[monitor]] da glass exhibition... ",1.4929352801118512e-05,5.5717569921398535e-05,0,0,0,57,"Failed"
"[[Did]] you [[say]] bold, then [[torch]] later. Or one torch and 2bold?","[[Could]] you [[s]] [[ay]] bold, then [[t]] [[orch]] later. Or one torch and 2bold?",1.7472122635808773e-05,5.643590338877402e-05,0,0,0,34,"Failed"
"Not yet chikku..wat [[abt]] u?","Not yet chikku..wat [[ɑbt]] u?",2.7578500521485694e-05,3.930643651983701e-05,0,0,0,8,"Failed"
"What was she [[looking]] for?","What was she [[lokoing]] for?",1.5874975360929966e-05,1.599055940459948e-05,0,0,0,18,"Failed"
"Shopping? [[Eh]] [[ger]] i toking [[abt]] syd leh...Haha","Shopping? [[Eհ]] [[germany]] i toking [[a]] [[bt]] syd leh...Haha",3.992498022853397e-05,0.006119816564023495,0,0,0,33,"Failed"
